,label,values
6425,neu,0.756
6426,pos,0.244
6427,compound,0.7783
6428,neg,0.0
6429,neu,1.0
6430,pos,0.0
6431,compound,0.0
6432,neg,0.0
6433,neu,0.85
6434,pos,0.15
6435,compound,0.3182
6436,neg,0.0
6437,neu,0.68
6438,pos,0.32
6439,compound,0.5106
6440,neg,0.0
6441,neu,0.691
6442,pos,0.309
6443,compound,0.7322
6444,neg,0.177
6445,neu,0.614
6446,pos,0.209
6447,compound,0.2247
6448,neg,0.169
6449,neu,0.375
6450,pos,0.456
6451,compound,0.6808
6452,neg,0.0
6453,neu,0.526
6454,pos,0.474
6455,compound,0.4019
6456,neg,0.0
6457,neu,0.78
6458,pos,0.22
6459,compound,0.4767
6460,neg,0.0
6461,neu,0.72
6462,pos,0.28
6463,compound,0.765
6464,neg,0.0
6465,neu,1.0
6466,pos,0.0
6467,compound,0.0
6468,neg,0.0
6469,neu,0.758
6470,pos,0.242
6471,compound,0.743
6472,neg,0.0
6473,neu,1.0
6474,pos,0.0
6475,compound,0.0
6476,neg,0.0
6477,neu,0.489
6478,pos,0.511
6479,compound,0.8087
6480,neg,0.0
6481,neu,0.575
6482,pos,0.425
6483,compound,0.5719
6484,neg,0.0
6485,neu,1.0
6486,pos,0.0
6487,compound,0.0
6488,neg,0.0
6489,neu,1.0
6490,pos,0.0
6491,compound,0.0
6492,neg,0.0
6493,neu,1.0
6494,pos,0.0
6495,compound,0.0
6496,neg,0.0
6497,neu,1.0
6498,pos,0.0
6499,compound,0.0
6500,neg,0.0
6501,neu,1.0
6502,pos,0.0
6503,compound,0.0
6504,neg,0.0
6505,neu,0.351
6506,pos,0.649
6507,compound,0.5719
6508,neg,0.0
6509,neu,0.496
6510,pos,0.504
6511,compound,0.7964
6512,neg,0.0
6513,neu,1.0
6514,pos,0.0
6515,compound,0.0
6516,neg,0.0
6517,neu,1.0
6518,pos,0.0
6519,compound,0.0
6520,neg,0.0
6521,neu,0.833
6522,pos,0.167
6523,compound,0.6597
6524,neg,0.0
6525,neu,0.858
6526,pos,0.142
6527,compound,0.5106
6528,neg,0.0
6529,neu,0.544
6530,pos,0.456
6531,compound,0.6908
6532,neg,0.0
6533,neu,0.667
6534,pos,0.333
6535,compound,0.3612
6536,neg,0.0
6537,neu,0.625
6538,pos,0.375
6539,compound,0.6597
6540,neg,0.0
6541,neu,1.0
6542,pos,0.0
6543,compound,0.0
6544,neg,0.0
6545,neu,1.0
6546,pos,0.0
6547,compound,0.0
6548,neg,0.0
6549,neu,1.0
6550,pos,0.0
6551,compound,0.0
6552,neg,0.0
6553,neu,0.351
6554,pos,0.649
6555,compound,0.5719
6556,neg,0.0
6557,neu,1.0
6558,pos,0.0
6559,compound,0.0
6560,neg,0.0
6561,neu,1.0
6562,pos,0.0
6563,compound,0.0
6564,neg,0.589
6565,neu,0.411
6566,pos,0.0
6567,compound,-0.6486
6568,neg,0.767
6569,neu,0.233
6570,pos,0.0
6571,compound,-0.5106
6572,neg,0.0
6573,neu,1.0
6574,pos,0.0
6575,compound,0.0
6576,neg,0.0
6577,neu,1.0
6578,pos,0.0
6579,compound,0.0
6580,neg,0.0
6581,neu,1.0
6582,pos,0.0
6583,compound,0.0
6584,neg,0.0
6585,neu,1.0
6586,pos,0.0
6587,compound,0.0
6588,neg,0.0
6589,neu,0.351
6590,pos,0.649
6591,compound,0.5719
6592,neg,0.0
6593,neu,1.0
6594,pos,0.0
6595,compound,0.0
6596,neg,0.0
6597,neu,0.333
6598,pos,0.667
6599,compound,0.4588
6600,neg,0.0
6601,neu,0.685
6602,pos,0.315
6603,compound,0.3182
6604,neg,0.446
6605,neu,0.179
6606,pos,0.375
6607,compound,-0.1027
6608,neg,0.0
6609,neu,1.0
6610,pos,0.0
6611,compound,0.0
6612,neg,0.0
6613,neu,0.213
6614,pos,0.787
6615,compound,0.5719
6616,neg,0.0
6617,neu,0.351
6618,pos,0.649
6619,compound,0.5719
6620,neg,0.0
6621,neu,1.0
6622,pos,0.0
6623,compound,0.0
6624,neg,0.0
6625,neu,1.0
6626,pos,0.0
6627,compound,0.0
6628,neg,0.0
6629,neu,0.377
6630,pos,0.623
6631,compound,0.5106
6632,neg,0.06
6633,neu,0.858
6634,pos,0.082
6635,compound,0.128
6636,neg,0.151
6637,neu,0.479
6638,pos,0.37
6639,compound,0.4939
6640,neg,0.0
6641,neu,1.0
6642,pos,0.0
6643,compound,0.0
6644,neg,0.0
6645,neu,0.448
6646,pos,0.552
6647,compound,0.5719
6648,neg,0.0
6649,neu,0.497
6650,pos,0.503
6651,compound,0.8442
6652,neg,0.0
6653,neu,1.0
6654,pos,0.0
6655,compound,0.0
6656,neg,0.0
6657,neu,0.204
6658,pos,0.796
6659,compound,0.5994
6660,neg,0.0
6661,neu,1.0
6662,pos,0.0
6663,compound,0.0
6664,neg,0.216
6665,neu,0.784
6666,pos,0.0
6667,compound,-0.296
6668,neg,0.0
6669,neu,1.0
6670,pos,0.0
6671,compound,0.0
6672,neg,0.0
6673,neu,0.75
6674,pos,0.25
6675,compound,0.4588
6676,neg,0.0
6677,neu,1.0
6678,pos,0.0
6679,compound,0.0
6680,neg,0.0
6681,neu,1.0
6682,pos,0.0
6683,compound,0.0
6684,neg,0.0
6685,neu,1.0
6686,pos,0.0
6687,compound,0.0
6688,neg,0.0
6689,neu,0.351
6690,pos,0.649
6691,compound,0.5719
6692,neg,0.0
6693,neu,1.0
6694,pos,0.0
6695,compound,0.0
6696,neg,0.0
6697,neu,0.706
6698,pos,0.294
6699,compound,0.3612
6700,neg,0.0
6701,neu,1.0
6702,pos,0.0
6703,compound,0.0
6704,neg,0.0
6705,neu,0.929
6706,pos,0.071
6707,compound,0.0772
6708,neg,0.0
6709,neu,0.895
6710,pos,0.105
6711,compound,0.4019
6712,neg,0.0
6713,neu,1.0
6714,pos,0.0
6715,compound,0.0
6716,neg,0.0
6717,neu,0.508
6718,pos,0.492
6719,compound,0.4404
6720,neg,0.0
6721,neu,1.0
6722,pos,0.0
6723,compound,0.0
6724,neg,0.0
6725,neu,1.0
6726,pos,0.0
6727,compound,0.0
6728,neg,0.0
6729,neu,1.0
6730,pos,0.0
6731,compound,0.0
6732,neg,0.0
6733,neu,0.256
6734,pos,0.744
6735,compound,0.4404
6736,neg,0.0
6737,neu,0.705
6738,pos,0.295
6739,compound,0.7717
6740,neg,0.0
6741,neu,1.0
6742,pos,0.0
6743,compound,0.0
6744,neg,0.0
6745,neu,0.278
6746,pos,0.722
6747,compound,0.8316
6748,neg,0.0
6749,neu,1.0
6750,pos,0.0
6751,compound,0.0
6752,neg,0.0
6753,neu,1.0
6754,pos,0.0
6755,compound,0.0
6756,neg,0.0
6757,neu,1.0
6758,pos,0.0
6759,compound,0.0
6760,neg,0.0
6761,neu,1.0
6762,pos,0.0
6763,compound,0.0
6764,neg,0.0
6765,neu,1.0
6766,pos,0.0
6767,compound,0.0
6768,neg,0.0
6769,neu,0.375
6770,pos,0.625
6771,compound,0.6124
6772,neg,0.0
6773,neu,0.0
6774,pos,1.0
6775,compound,0.5574
6776,neg,0.0
6777,neu,1.0
6778,pos,0.0
6779,compound,0.0
6780,neg,0.0
6781,neu,0.751
6782,pos,0.249
6783,compound,0.5106
6784,neg,0.0
6785,neu,1.0
6786,pos,0.0
6787,compound,0.0
6788,neg,0.0
6789,neu,0.417
6790,pos,0.583
6791,compound,0.6369
6792,neg,0.0
6793,neu,1.0
6794,pos,0.0
6795,compound,0.0
6796,neg,0.0
6797,neu,0.351
6798,pos,0.649
6799,compound,0.5719
6800,neg,0.0
6801,neu,0.408
6802,pos,0.592
6803,compound,0.4404
6804,neg,0.0
6805,neu,0.448
6806,pos,0.552
6807,compound,0.5719
6808,neg,0.0
6809,neu,0.375
6810,pos,0.625
6811,compound,0.6124
6812,neg,0.0
6813,neu,0.778
6814,pos,0.222
6815,compound,0.5719
6816,neg,0.0
6817,neu,0.654
6818,pos,0.346
6819,compound,0.5719
6820,neg,0.0
6821,neu,0.559
6822,pos,0.441
6823,compound,0.7964
6824,neg,0.0
6825,neu,1.0
6826,pos,0.0
6827,compound,0.0
6828,neg,0.0
6829,neu,0.387
6830,pos,0.613
6831,compound,0.9022
6832,neg,0.0
6833,neu,1.0
6834,pos,0.0
6835,compound,0.0
6836,neg,0.0
6837,neu,0.574
6838,pos,0.426
6839,compound,0.6369
6840,neg,0.0
6841,neu,1.0
6842,pos,0.0
6843,compound,0.0
6844,neg,0.0
6845,neu,0.606
6846,pos,0.394
6847,compound,0.8316
6848,neg,0.0
6849,neu,1.0
6850,pos,0.0
6851,compound,0.0
6852,neg,0.0
6853,neu,1.0
6854,pos,0.0
6855,compound,0.0
6856,neg,0.0
6857,neu,0.351
6858,pos,0.649
6859,compound,0.5719
6860,neg,0.0
6861,neu,1.0
6862,pos,0.0
6863,compound,0.0
6864,neg,0.0
6865,neu,1.0
6866,pos,0.0
6867,compound,0.0
6868,neg,0.083
6869,neu,0.795
6870,pos,0.121
6871,compound,0.25
6872,neg,0.0
6873,neu,0.756
6874,pos,0.244
6875,compound,0.4404
6876,neg,0.0
6877,neu,0.674
6878,pos,0.326
6879,compound,0.743
6880,neg,0.0
6881,neu,0.448
6882,pos,0.552
6883,compound,0.5719
6884,neg,0.0
6885,neu,0.423
6886,pos,0.577
6887,compound,0.6249
6888,neg,0.0
6889,neu,0.749
6890,pos,0.251
6891,compound,0.7717
6892,neg,0.0
6893,neu,0.351
6894,pos,0.649
6895,compound,0.5719
6896,neg,0.0
6897,neu,0.494
6898,pos,0.506
6899,compound,0.6249
6900,neg,0.483
6901,neu,0.517
6902,pos,0.0
6903,compound,-0.4215
6904,neg,0.0
6905,neu,0.472
6906,pos,0.528
6907,compound,0.6808
6908,neg,0.0
6909,neu,1.0
6910,pos,0.0
6911,compound,0.0
6912,neg,0.0
6913,neu,1.0
6914,pos,0.0
6915,compound,0.0
6916,neg,0.0
6917,neu,1.0
6918,pos,0.0
6919,compound,0.0
6920,neg,0.0
6921,neu,1.0
6922,pos,0.0
6923,compound,0.0
6924,neg,0.0
6925,neu,0.448
6926,pos,0.552
6927,compound,0.5719
6928,neg,0.0
6929,neu,0.682
6930,pos,0.318
6931,compound,0.7906
6932,neg,0.0
6933,neu,0.351
6934,pos,0.649
6935,compound,0.5719
6936,neg,0.0
6937,neu,1.0
6938,pos,0.0
6939,compound,0.0
6940,neg,0.0
6941,neu,0.476
6942,pos,0.524
6943,compound,0.5106
6944,neg,0.0
6945,neu,0.267
6946,pos,0.733
6947,compound,0.9287
6948,neg,0.0
6949,neu,1.0
6950,pos,0.0
6951,compound,0.0
6952,neg,0.0
6953,neu,1.0
6954,pos,0.0
6955,compound,0.0
6956,neg,0.0
6957,neu,1.0
6958,pos,0.0
6959,compound,0.0
6960,neg,0.0
6961,neu,1.0
6962,pos,0.0
6963,compound,0.0
6964,neg,0.0
6965,neu,1.0
6966,pos,0.0
6967,compound,0.0
6968,neg,0.0
6969,neu,1.0
6970,pos,0.0
6971,compound,0.0
6972,neg,0.0
6973,neu,1.0
6974,pos,0.0
6975,compound,0.0
6976,neg,0.0
6977,neu,1.0
6978,pos,0.0
6979,compound,0.0
6980,neg,0.0
6981,neu,1.0
6982,pos,0.0
6983,compound,0.0
6984,neg,0.0
6985,neu,0.735
6986,pos,0.265
6987,compound,0.2023
6988,neg,0.0
6989,neu,0.351
6990,pos,0.649
6991,compound,0.5719
6992,neg,0.0
6993,neu,0.286
6994,pos,0.714
6995,compound,0.6124
6996,neg,0.348
6997,neu,0.652
6998,pos,0.0
6999,compound,-0.1531
7000,neg,0.0
7001,neu,1.0
7002,pos,0.0
7003,compound,0.0
7004,neg,0.0
7005,neu,1.0
7006,pos,0.0
7007,compound,0.0
7008,neg,0.0
7009,neu,1.0
7010,pos,0.0
7011,compound,0.0
7012,neg,0.0
7013,neu,1.0
7014,pos,0.0
7015,compound,0.0
7016,neg,0.0
7017,neu,0.526
7018,pos,0.474
7019,compound,0.4019
7020,neg,0.0
7021,neu,1.0
7022,pos,0.0
7023,compound,0.0
7024,neg,0.0
7025,neu,0.765
7026,pos,0.235
7027,compound,0.4588
7028,neg,0.0
7029,neu,0.388
7030,pos,0.612
7031,compound,0.9349
7032,neg,0.0
7033,neu,0.73
7034,pos,0.27
7035,compound,0.5719
7036,neg,0.0
7037,neu,0.4
7038,pos,0.6
7039,compound,0.5423
7040,neg,0.141
7041,neu,0.859
7042,pos,0.0
7043,compound,-0.4215
7044,neg,0.189
7045,neu,0.656
7046,pos,0.156
7047,compound,-0.1027
7048,neg,0.0
7049,neu,1.0
7050,pos,0.0
7051,compound,0.0
7052,neg,0.0
7053,neu,1.0
7054,pos,0.0
7055,compound,0.0
7056,neg,0.0
7057,neu,1.0
7058,pos,0.0
7059,compound,0.0
7060,neg,0.434
7061,neu,0.566
7062,pos,0.0
7063,compound,-0.3182
7064,neg,0.224
7065,neu,0.56
7066,pos,0.216
7067,compound,-0.0258
7068,neg,0.0
7069,neu,1.0
7070,pos,0.0
7071,compound,0.0
7072,neg,0.0
7073,neu,1.0
7074,pos,0.0
7075,compound,0.0
7076,neg,0.0
7077,neu,1.0
7078,pos,0.0
7079,compound,0.0
7080,neg,0.434
7081,neu,0.566
7082,pos,0.0
7083,compound,-0.3182
7084,neg,0.0
7085,neu,1.0
7086,pos,0.0
7087,compound,0.0
7088,neg,0.0
7089,neu,1.0
7090,pos,0.0
7091,compound,0.0
7092,neg,0.18
7093,neu,0.82
7094,pos,0.0
7095,compound,-0.296
7096,neg,0.0
7097,neu,0.47
7098,pos,0.53
7099,compound,0.836
7100,neg,0.0
7101,neu,0.639
7102,pos,0.361
7103,compound,0.836
7104,neg,0.0
7105,neu,1.0
7106,pos,0.0
7107,compound,0.0
7108,neg,0.0
7109,neu,1.0
7110,pos,0.0
7111,compound,0.0
7112,neg,0.0
7113,neu,0.645
7114,pos,0.355
7115,compound,0.5267
7116,neg,0.0
7117,neu,0.345
7118,pos,0.655
7119,compound,0.5859
7120,neg,0.0
7121,neu,1.0
7122,pos,0.0
7123,compound,0.0
7124,neg,0.0
7125,neu,0.351
7126,pos,0.649
7127,compound,0.5719
7128,neg,0.0
7129,neu,1.0
7130,pos,0.0
7131,compound,0.0
7132,neg,0.0
7133,neu,1.0
7134,pos,0.0
7135,compound,0.0
7136,neg,0.0
7137,neu,0.0
7138,pos,1.0
7139,compound,0.4939
7140,neg,0.0
7141,neu,0.764
7142,pos,0.236
7143,compound,0.5719
7144,neg,0.0
7145,neu,0.606
7146,pos,0.394
7147,compound,0.5994
7148,neg,0.22
7149,neu,0.551
7150,pos,0.228
7151,compound,0.0258
7152,neg,0.0
7153,neu,0.611
7154,pos,0.389
7155,compound,0.6249
7156,neg,0.0
7157,neu,0.881
7158,pos,0.119
7159,compound,0.4019
7160,neg,0.0
7161,neu,0.318
7162,pos,0.682
7163,compound,0.6478
7164,neg,0.0
7165,neu,1.0
7166,pos,0.0
7167,compound,0.0
7168,neg,0.0
7169,neu,1.0
7170,pos,0.0
7171,compound,0.0
7172,neg,0.0
7173,neu,0.73
7174,pos,0.27
7175,compound,0.5719
7176,neg,0.0
7177,neu,0.351
7178,pos,0.649
7179,compound,0.5719
7180,neg,0.0
7181,neu,0.529
7182,pos,0.471
7183,compound,0.8402
7184,neg,0.0
7185,neu,1.0
7186,pos,0.0
7187,compound,0.0
7188,neg,0.0
7189,neu,1.0
7190,pos,0.0
7191,compound,0.0
7192,neg,0.0
7193,neu,1.0
7194,pos,0.0
7195,compound,0.0
7196,neg,0.0
7197,neu,1.0
7198,pos,0.0
7199,compound,0.0
7200,neg,0.0
7201,neu,0.815
7202,pos,0.185
7203,compound,0.3612
7204,neg,0.0
7205,neu,1.0
7206,pos,0.0
7207,compound,0.0
7208,neg,0.0
7209,neu,1.0
7210,pos,0.0
7211,compound,0.0
7212,neg,0.0
7213,neu,0.4
7214,pos,0.6
7215,compound,0.8176
7216,neg,0.0
7217,neu,1.0
7218,pos,0.0
7219,compound,0.0
7220,neg,0.0
7221,neu,0.536
7222,pos,0.464
7223,compound,0.6369
7224,neg,0.0
7225,neu,0.787
7226,pos,0.213
7227,compound,0.5574
7228,neg,0.0
7229,neu,0.661
7230,pos,0.339
7231,compound,0.6249
7232,neg,0.0
7233,neu,1.0
7234,pos,0.0
7235,compound,0.0
7236,neg,0.0
7237,neu,0.584
7238,pos,0.416
7239,compound,0.5709
7240,neg,0.0
7241,neu,0.536
7242,pos,0.464
7243,compound,0.6369
7244,neg,0.0
7245,neu,0.787
7246,pos,0.213
7247,compound,0.5574
7248,neg,0.0
7249,neu,0.661
7250,pos,0.339
7251,compound,0.6249
7252,neg,0.0
7253,neu,1.0
7254,pos,0.0
7255,compound,0.0
7256,neg,0.0
7257,neu,0.584
7258,pos,0.416
7259,compound,0.5709
7260,neg,0.0
7261,neu,0.392
7262,pos,0.608
7263,compound,0.6369
7264,neg,0.258
7265,neu,0.742
7266,pos,0.0
7267,compound,-0.4168
7268,neg,0.0
7269,neu,0.819
7270,pos,0.181
7271,compound,0.5279
7272,neg,0.0
7273,neu,0.396
7274,pos,0.604
7275,compound,0.7269
7276,neg,0.0
7277,neu,0.933
7278,pos,0.067
7279,compound,0.0772
7280,neg,0.0
7281,neu,1.0
7282,pos,0.0
7283,compound,0.0
7284,neg,0.0
7285,neu,1.0
7286,pos,0.0
7287,compound,0.0
7288,neg,0.0
7289,neu,1.0
7290,pos,0.0
7291,compound,0.0
7292,neg,0.0
7293,neu,1.0
7294,pos,0.0
7295,compound,0.0
7296,neg,0.0
7297,neu,1.0
7298,pos,0.0
7299,compound,0.0
7300,neg,0.0
7301,neu,0.563
7302,pos,0.437
7303,compound,0.4767
7304,neg,0.0
7305,neu,1.0
7306,pos,0.0
7307,compound,0.0
7308,neg,0.0
7309,neu,1.0
7310,pos,0.0
7311,compound,0.0
7312,neg,0.0
7313,neu,1.0
7314,pos,0.0
7315,compound,0.0
7316,neg,0.0
7317,neu,1.0
7318,pos,0.0
7319,compound,0.0
7320,neg,0.0
7321,neu,1.0
7322,pos,0.0
7323,compound,0.0
7324,neg,0.0
7325,neu,0.707
7326,pos,0.293
7327,compound,0.4404
7328,neg,0.0
7329,neu,0.43
7330,pos,0.57
7331,compound,0.891
7332,neg,0.0
7333,neu,1.0
7334,pos,0.0
7335,compound,0.0
7336,neg,0.0
7337,neu,1.0
7338,pos,0.0
7339,compound,0.0
7340,neg,0.0
7341,neu,0.878
7342,pos,0.122
7343,compound,0.2023
7344,neg,0.204
7345,neu,0.796
7346,pos,0.0
7347,compound,-0.3182
7348,neg,0.0
7349,neu,0.904
7350,pos,0.096
7351,compound,0.4939
7352,neg,0.0
7353,neu,1.0
7354,pos,0.0
7355,compound,0.0
7356,neg,0.0
7357,neu,1.0
7358,pos,0.0
7359,compound,0.0
7360,neg,0.0
7361,neu,1.0
7362,pos,0.0
7363,compound,0.0
7364,neg,0.0
7365,neu,0.351
7366,pos,0.649
7367,compound,0.5719
7368,neg,0.0
7369,neu,1.0
7370,pos,0.0
7371,compound,0.0
7372,neg,0.139
7373,neu,0.547
7374,pos,0.313
7375,compound,0.5423
7376,neg,0.0
7377,neu,1.0
7378,pos,0.0
7379,compound,0.0
7380,neg,0.0
7381,neu,1.0
7382,pos,0.0
7383,compound,0.0
7384,neg,0.0
7385,neu,1.0
7386,pos,0.0
7387,compound,0.0
7388,neg,0.0
7389,neu,1.0
7390,pos,0.0
7391,compound,0.0
7392,neg,0.0
7393,neu,1.0
7394,pos,0.0
7395,compound,0.0
7396,neg,0.0
7397,neu,1.0
7398,pos,0.0
7399,compound,0.0
7400,neg,0.0
7401,neu,1.0
7402,pos,0.0
7403,compound,0.0
7404,neg,0.0
7405,neu,0.741
7406,pos,0.259
7407,compound,0.6369
7408,neg,0.0
7409,neu,1.0
7410,pos,0.0
7411,compound,0.0
7412,neg,0.0
7413,neu,0.0
7414,pos,1.0
7415,compound,0.5994
7416,neg,0.0
7417,neu,0.698
7418,pos,0.302
7419,compound,0.3818
7420,neg,0.0
7421,neu,1.0
7422,pos,0.0
7423,compound,0.0
7424,neg,0.0
7425,neu,1.0
7426,pos,0.0
7427,compound,0.0
7428,neg,0.0
7429,neu,0.75
7430,pos,0.25
7431,compound,0.8993
7432,neg,0.0
7433,neu,0.256
7434,pos,0.744
7435,compound,0.4404
7436,neg,0.0
7437,neu,1.0
7438,pos,0.0
7439,compound,0.0
7440,neg,0.0
7441,neu,0.448
7442,pos,0.552
7443,compound,0.5719
7444,neg,0.0
7445,neu,0.637
7446,pos,0.363
7447,compound,0.6908
7448,neg,0.0
7449,neu,0.791
7450,pos,0.209
7451,compound,0.4404
7452,neg,0.0
7453,neu,1.0
7454,pos,0.0
7455,compound,0.0
7456,neg,0.0
7457,neu,1.0
7458,pos,0.0
7459,compound,0.0
7460,neg,0.0
7461,neu,0.588
7462,pos,0.412
7463,compound,0.7717
7464,neg,0.0
7465,neu,0.0
7466,pos,1.0
7467,compound,0.4404
7468,neg,0.0
7469,neu,1.0
7470,pos,0.0
7471,compound,0.0
7472,neg,0.0
7473,neu,1.0
7474,pos,0.0
7475,compound,0.0
7476,neg,0.0
7477,neu,0.588
7478,pos,0.412
7479,compound,0.743
7480,neg,0.144
7481,neu,0.722
7482,pos,0.134
7483,compound,-0.296
7484,neg,0.0
7485,neu,0.556
7486,pos,0.444
7487,compound,0.34
7488,neg,0.0
7489,neu,1.0
7490,pos,0.0
7491,compound,0.0
7492,neg,0.0
7493,neu,1.0
7494,pos,0.0
7495,compound,0.0
7496,neg,0.0
7497,neu,0.588
7498,pos,0.412
7499,compound,0.743
7500,neg,0.144
7501,neu,0.722
7502,pos,0.134
7503,compound,-0.296
7504,neg,0.0
7505,neu,0.556
7506,pos,0.444
7507,compound,0.34
7508,neg,0.0
7509,neu,1.0
7510,pos,0.0
7511,compound,0.0
7512,neg,0.0
7513,neu,1.0
7514,pos,0.0
7515,compound,0.0
7516,neg,0.0
7517,neu,0.856
7518,pos,0.144
7519,compound,0.6361
7520,neg,0.0
7521,neu,0.351
7522,pos,0.649
7523,compound,0.5719
7524,neg,0.0
7525,neu,0.561
7526,pos,0.439
7527,compound,0.5719
7528,neg,0.199
7529,neu,0.478
7530,pos,0.323
7531,compound,0.2579
7532,neg,0.0
7533,neu,0.722
7534,pos,0.278
7535,compound,0.4019
7536,neg,0.0
7537,neu,1.0
7538,pos,0.0
7539,compound,0.0
7540,neg,0.0
7541,neu,1.0
7542,pos,0.0
7543,compound,0.0
7544,neg,0.0
7545,neu,1.0
7546,pos,0.0
7547,compound,0.0
7548,neg,0.0
7549,neu,1.0
7550,pos,0.0
7551,compound,0.0
7552,neg,0.0
7553,neu,1.0
7554,pos,0.0
7555,compound,0.0
7556,neg,0.0
7557,neu,1.0
7558,pos,0.0
7559,compound,0.0
7560,neg,0.0
7561,neu,1.0
7562,pos,0.0
7563,compound,0.0
7564,neg,0.0
7565,neu,0.763
7566,pos,0.237
7567,compound,0.4767
7568,neg,0.0
7569,neu,1.0
7570,pos,0.0
7571,compound,0.0
7572,neg,0.0
7573,neu,1.0
7574,pos,0.0
7575,compound,0.0
7576,neg,0.0
7577,neu,1.0
7578,pos,0.0
7579,compound,0.0
7580,neg,0.0
7581,neu,1.0
7582,pos,0.0
7583,compound,0.0
7584,neg,0.062
7585,neu,0.711
7586,pos,0.227
7587,compound,0.7178
7588,neg,0.0
7589,neu,1.0
7590,pos,0.0
7591,compound,0.0
7592,neg,0.0
7593,neu,1.0
7594,pos,0.0
7595,compound,0.0
7596,neg,0.185
7597,neu,0.588
7598,pos,0.227
7599,compound,0.128
7600,neg,0.0
7601,neu,0.794
7602,pos,0.206
7603,compound,0.0772
7604,neg,0.0
7605,neu,0.686
7606,pos,0.314
7607,compound,0.296
7608,neg,0.0
7609,neu,0.351
7610,pos,0.649
7611,compound,0.5719
7612,neg,0.0
7613,neu,0.588
7614,pos,0.412
7615,compound,0.6369
7616,neg,0.0
7617,neu,1.0
7618,pos,0.0
7619,compound,0.0
7620,neg,0.0
7621,neu,1.0
7622,pos,0.0
7623,compound,0.0
7624,neg,0.437
7625,neu,0.563
7626,pos,0.0
7627,compound,-0.8442
7628,neg,0.0
7629,neu,0.817
7630,pos,0.183
7631,compound,0.9081
7632,neg,0.0
7633,neu,0.294
7634,pos,0.706
7635,compound,0.34
7636,neg,0.0
7637,neu,0.898
7638,pos,0.102
7639,compound,0.3612
7640,neg,0.0
7641,neu,1.0
7642,pos,0.0
7643,compound,0.0
7644,neg,0.0
7645,neu,0.6
7646,pos,0.4
7647,compound,0.7184
7648,neg,0.0
7649,neu,0.654
7650,pos,0.346
7651,compound,0.5719
7652,neg,0.0
7653,neu,0.429
7654,pos,0.571
7655,compound,0.7906
7656,neg,0.134
7657,neu,0.694
7658,pos,0.171
7659,compound,0.2023
7660,neg,0.0
7661,neu,0.351
7662,pos,0.649
7663,compound,0.5719
7664,neg,0.0
7665,neu,0.448
7666,pos,0.552
7667,compound,0.5719
7668,neg,0.0
7669,neu,0.343
7670,pos,0.657
7671,compound,0.9246
7672,neg,0.0
7673,neu,1.0
7674,pos,0.0
7675,compound,0.0
7676,neg,0.0
7677,neu,1.0
7678,pos,0.0
7679,compound,0.0
7680,neg,0.0
7681,neu,0.876
7682,pos,0.124
7683,compound,0.4767
7684,neg,0.0
7685,neu,0.256
7686,pos,0.744
7687,compound,0.4404
7688,neg,0.0
7689,neu,1.0
7690,pos,0.0
7691,compound,0.0
7692,neg,0.0
7693,neu,1.0
7694,pos,0.0
7695,compound,0.0
7696,neg,0.0
7697,neu,1.0
7698,pos,0.0
7699,compound,0.0
7700,neg,0.0
7701,neu,0.351
7702,pos,0.649
7703,compound,0.5719
7704,neg,0.0
7705,neu,0.654
7706,pos,0.346
7707,compound,0.5719
7708,neg,0.579
7709,neu,0.421
7710,pos,0.0
7711,compound,-0.6705
7712,neg,0.0
7713,neu,0.351
7714,pos,0.649
7715,compound,0.5719
7716,neg,0.0
7717,neu,0.233
7718,pos,0.767
7719,compound,0.765
7720,neg,0.0
7721,neu,1.0
7722,pos,0.0
7723,compound,0.0
7724,neg,0.0
7725,neu,1.0
7726,pos,0.0
7727,compound,0.0
7728,neg,0.221
7729,neu,0.779
7730,pos,0.0
7731,compound,-0.1779
7732,neg,0.0
7733,neu,0.488
7734,pos,0.512
7735,compound,0.6369
7736,neg,0.276
7737,neu,0.724
7738,pos,0.0
7739,compound,-0.6369
7740,neg,0.0
7741,neu,0.204
7742,pos,0.796
7743,compound,0.5994
7744,neg,0.0
7745,neu,0.633
7746,pos,0.367
7747,compound,0.4404
7748,neg,0.0
7749,neu,1.0
7750,pos,0.0
7751,compound,0.0
7752,neg,0.0
7753,neu,0.366
7754,pos,0.634
7755,compound,0.6369
7756,neg,0.0
7757,neu,1.0
7758,pos,0.0
7759,compound,0.0
7760,neg,0.0
7761,neu,1.0
7762,pos,0.0
7763,compound,0.0
7764,neg,0.0
7765,neu,1.0
7766,pos,0.0
7767,compound,0.0
7768,neg,0.0
7769,neu,1.0
7770,pos,0.0
7771,compound,0.0
7772,neg,0.0
7773,neu,1.0
7774,pos,0.0
7775,compound,0.0
7776,neg,0.0
7777,neu,1.0
7778,pos,0.0
7779,compound,0.0
7780,neg,0.0
7781,neu,0.448
7782,pos,0.552
7783,compound,0.5719
7784,neg,0.0
7785,neu,0.532
7786,pos,0.468
7787,compound,0.8316
7788,neg,0.0
7789,neu,1.0
7790,pos,0.0
7791,compound,0.0
7792,neg,0.0
7793,neu,1.0
7794,pos,0.0
7795,compound,0.0
7796,neg,0.0
7797,neu,1.0
7798,pos,0.0
7799,compound,0.0
7800,neg,0.0
7801,neu,0.351
7802,pos,0.649
7803,compound,0.5719
7804,neg,0.0
7805,neu,0.328
