label,values
neu,0.421
pos,0.0
compound,-0.6705
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.172
pos,0.828
compound,0.8625
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.221
neu,0.779
pos,0.0
compound,-0.1779
neg,0.0
neu,0.357
pos,0.643
compound,0.802
neg,0.276
neu,0.724
pos,0.0
compound,-0.6369
neg,0.0
neu,0.193
pos,0.807
compound,0.636
neg,0.0
neu,0.459
pos,0.541
compound,0.7096
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.366
pos,0.634
compound,0.6369
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.448
pos,0.552
compound,0.5719
neg,0.0
neu,0.532
pos,0.468
compound,0.8316
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.769
pos,0.231
compound,0.4588
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.313
pos,0.687
compound,0.6588
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.486
pos,0.514
compound,0.8591
neg,0.182
neu,0.648
pos,0.17
compound,-0.0451
neg,0.2
neu,0.8
pos,0.0
compound,-0.3626
neg,0.2
neu,0.8
pos,0.0
compound,-0.3626
neg,0.0
neu,0.556
pos,0.444
compound,0.4939
neg,0.12
neu,0.88
pos,0.0
compound,-0.0572
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.193
pos,0.807
compound,0.636
neg,0.0
neu,0.0
pos,1.0
compound,0.4588
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.226
neu,0.522
pos,0.252
compound,0.0772
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.385
pos,0.615
compound,0.9039
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.339
neu,0.661
pos,0.0
compound,-0.8271
neg,0.0
neu,0.109
pos,0.891
compound,0.8478
neg,0.0
neu,0.686
pos,0.314
compound,0.4939
neg,0.0
neu,0.756
pos,0.244
compound,0.4404
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.633
pos,0.367
compound,0.4404
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.244
pos,0.756
compound,0.4767
neg,0.0
neu,0.82
pos,0.18
compound,0.5106
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.584
pos,0.416
compound,0.7506
neg,0.0
neu,0.584
pos,0.416
compound,0.7506
neg,0.0
neu,0.367
pos,0.633
compound,0.7845
neg,0.0
neu,0.707
pos,0.293
compound,0.6996
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.417
neu,0.583
pos,0.0
compound,-0.5096
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.196
neu,0.804
pos,0.0
compound,-0.296
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.566
pos,0.434
compound,0.3182
neg,0.0
neu,0.706
pos,0.294
compound,0.3612
neg,0.0
neu,0.588
pos,0.412
compound,0.5423
neg,0.0
neu,0.805
pos,0.195
compound,0.4404
neg,0.473
neu,0.527
pos,0.0
compound,-0.4005
neg,0.0
neu,0.775
pos,0.225
compound,0.4926
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.75
pos,0.25
compound,0.4588
neg,0.0
neu,0.753
pos,0.247
compound,0.5574
neg,0.196
neu,0.804
pos,0.0
compound,-0.296
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.538
pos,0.462
compound,0.7184
neg,0.0
neu,0.122
pos,0.878
compound,0.8016
neg,0.0
neu,0.424
pos,0.576
compound,0.7783
neg,0.0
neu,0.574
pos,0.426
compound,0.7351
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.341
pos,0.659
compound,0.7003
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.625
pos,0.375
compound,0.6369
neg,0.0
neu,0.7
pos,0.3
compound,0.4588
neg,0.185
neu,0.815
pos,0.0
compound,-0.3612
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.323
pos,0.677
compound,0.636
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.6
pos,0.4
compound,0.6114
neg,0.0
neu,0.496
pos,0.504
compound,0.7269
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.58
pos,0.42
compound,0.4404
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.462
pos,0.538
compound,0.5423
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.446
pos,0.554
compound,0.7351
neg,0.075
neu,0.796
pos,0.129
compound,0.2732
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.423
pos,0.577
compound,0.8478
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.527
pos,0.473
compound,0.8011
neg,0.0
neu,0.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.71
pos,0.29
compound,0.9503
neg,0.0
neu,0.761
pos,0.239
compound,0.8176
neg,0.0
neu,0.774
pos,0.226
compound,0.7845
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.115
neu,0.432
pos,0.453
compound,0.6908
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.741
pos,0.259
compound,0.6369
neg,0.0
neu,0.549
pos,0.451
compound,0.4767
neg,0.0
neu,0.793
pos,0.207
compound,0.8655
neg,0.0
neu,0.702
pos,0.298
compound,0.8176
neg,0.0
neu,0.874
pos,0.126
compound,0.3182
neg,0.0
neu,0.699
pos,0.301
compound,0.6808
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.621
pos,0.379
compound,0.6908
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.577
pos,0.423
compound,0.296
neg,0.0
neu,0.421
pos,0.579
compound,0.6696
neg,0.0
neu,0.702
pos,0.298
compound,0.5255
neg,0.0
neu,0.408
pos,0.592
compound,0.7003
neg,0.0
neu,0.568
pos,0.432
compound,0.7263
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.308
pos,0.692
compound,0.6688
neg,0.0
neu,0.575
pos,0.425
compound,0.8625
neg,0.0
neu,0.545
pos,0.455
compound,0.8481
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.461
pos,0.539
compound,0.5696
neg,0.039
neu,0.901
pos,0.06
compound,0.3032
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.193
pos,0.807
compound,0.636
neg,0.0
neu,0.505
pos,0.495
compound,0.5994
neg,0.0
neu,0.193
pos,0.807
compound,0.636
neg,0.0
neu,0.505
pos,0.495
compound,0.5994
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.357
pos,0.643
compound,0.802
neg,0.0
neu,0.625
pos,0.375
compound,0.4588
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.667
pos,0.333
compound,0.7184
neg,0.092
neu,0.908
pos,0.0
compound,-0.0572
neg,0.0
neu,0.674
pos,0.326
compound,0.4404
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.647
pos,0.353
compound,0.7184
neg,0.0
neu,0.833
pos,0.167
compound,0.6124
neg,0.0
neu,0.699
pos,0.301
compound,0.6808
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.518
pos,0.482
compound,0.9022
neg,0.017
neu,0.812
pos,0.171
compound,0.8952
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.833
pos,0.167
compound,0.8126
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.739
pos,0.261
compound,0.9517
neg,0.0
neu,0.833
pos,0.167
compound,0.6124
neg,0.0
neu,0.699
pos,0.301
compound,0.6808
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.518
pos,0.482
compound,0.9022
neg,0.071
neu,0.929
pos,0.0
compound,-0.0572
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.833
pos,0.167
compound,0.8126
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.769
pos,0.231
compound,0.8402
neg,0.0
neu,0.833
pos,0.167
compound,0.6124
neg,0.0
neu,0.699
pos,0.301
compound,0.6808
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.518
pos,0.482
compound,0.9022
neg,0.071
neu,0.929
pos,0.0
compound,-0.0572
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.833
pos,0.167
compound,0.8126
neg,0.0
neu,0.641
pos,0.359
compound,0.6808
neg,0.056
neu,0.887
pos,0.056
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.123
neu,0.427
pos,0.449
compound,0.7818
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.75
pos,0.25
compound,0.8402
neg,0.0
neu,0.833
pos,0.167
compound,0.6124
neg,0.0
neu,0.699
pos,0.301
compound,0.6808
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.518
pos,0.482
compound,0.9022
neg,0.071
neu,0.929
pos,0.0
compound,-0.0572
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.378
pos,0.622
compound,0.7644
neg,0.0
neu,0.615
pos,0.385
compound,0.3612
neg,0.0
neu,0.86
pos,0.14
compound,0.0772
neg,0.0
neu,0.0
pos,1.0
compound,0.4939
neg,0.258
neu,0.464
pos,0.278
compound,0.0577
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.465
pos,0.535
compound,0.3182
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.312
neu,0.323
pos,0.365
compound,0.126
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.215
neu,0.645
pos,0.14
compound,-0.1779
neg,0.0
neu,0.894
pos,0.106
compound,0.0772
neg,0.0
neu,0.429
pos,0.571
compound,0.6114
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.313
pos,0.687
compound,0.6588
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.164
neu,0.522
pos,0.313
compound,0.4588
neg,0.0
neu,0.84
pos,0.16
compound,0.2263
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.328
pos,0.672
compound,0.6249
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.417
pos,0.583
compound,0.7184
neg,0.0
neu,0.7
pos,0.3
compound,0.4588
neg,0.0
neu,0.734
pos,0.266
compound,0.4404
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.5
pos,0.5
compound,0.6124
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.609
pos,0.391
compound,0.872
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.282
neu,0.718
pos,0.0
compound,-0.2411
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.87
pos,0.13
compound,0.34
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.731
pos,0.269
compound,0.2975
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.357
pos,0.643
compound,0.802
neg,0.0
neu,0.734
pos,0.266
compound,0.4404
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.25
pos,0.75
compound,0.4588
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.422
neu,0.578
pos,0.0
compound,-0.2942
neg,0.0
neu,0.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,1.0
neu,0.0
pos,0.0
compound,-0.4404
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.0
pos,0.0
compound,0.0
neg,0.0
neu,0.544
pos,0.456
compound,0.7717
neg,0.0
neu,0.0
pos,1.0
compound,0.4588
neg,0.0
neu,0.653
pos,0.347
compound,0.4926
neg,0.0
neu,0.339
pos,0.661
compound,0.5994
neg,0.0
neu,0.519
pos,0.481
compound,0.5719
neg,0.0
neu,0.429
pos,0.571
compound,0.6114
neg,0.0
neu,0.526
pos,0.474
compound,0.8934
neg,0.0
neu,0.501
pos,0.499
compound,0.6114
neg,0.0
neu,0.548
pos,0.452
compound,0.872
neg,0.0
neu,0.75
pos,0.25
compound,0.4588
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.672
pos,0.328
compound,0.6588
neg,0.0
neu,0.429
pos,0.571
compound,0.6114
neg,0.0
neu,0.513
pos,0.487
compound,0.8221
neg,0.18
neu,0.574
pos,0.246
compound,0.2023
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.274
pos,0.726
compound,0.6476
neg,0.0
neu,0.508
pos,0.492
compound,0.4404
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.268
neu,0.447
pos,0.286
compound,-0.2028
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.608
pos,0.392
compound,0.7003
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.424
pos,0.576
compound,0.7777
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.635
pos,0.365
compound,0.3182
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.39
pos,0.61
compound,0.8553
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.649
pos,0.351
compound,0.4019
neg,0.0
neu,0.193
pos,0.807
compound,0.636
neg,0.0
neu,0.6
pos,0.4
compound,0.7184
neg,0.136
neu,0.643
pos,0.221
compound,0.296
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.412
neu,0.588
pos,0.0
compound,-0.1027
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.611
pos,0.389
compound,0.6249
neg,0.32
neu,0.68
pos,0.0
compound,-0.5106
neg,0.0
neu,0.604
pos,0.396
compound,0.5059
neg,0.0
neu,0.878
pos,0.122
compound,0.3612
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.328
pos,0.672
compound,0.6249
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.594
pos,0.406
compound,0.6249
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.367
neu,0.633
pos,0.0
compound,-0.4404
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.313
pos,0.687
compound,0.6588
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.325
pos,0.675
compound,0.886
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.313
pos,0.687
compound,0.6588
neg,0.0
neu,0.58
pos,0.42
compound,0.4404
neg,0.0
neu,0.678
pos,0.322
compound,0.5859
neg,0.0
neu,0.559
pos,0.441
compound,0.7964
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.763
pos,0.237
compound,0.6476
neg,0.37
neu,0.63
pos,0.0
compound,-0.6908
neg,0.0
neu,0.769
pos,0.231
compound,0.4019
neg,0.0
neu,0.508
pos,0.492
compound,0.4404
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.313
pos,0.687
compound,0.6588
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.313
pos,0.687
compound,0.6588
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.408
pos,0.592
compound,0.4404
neg,0.0
neu,0.408
pos,0.592
compound,0.4404
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.738
pos,0.262
compound,0.4927
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.497
pos,0.503
compound,0.7964
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.787
pos,0.213
compound,0.8074
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.836
pos,0.164
compound,0.144
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.8
pos,0.2
compound,0.3612
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.114
pos,0.886
compound,0.8313
neg,0.0
neu,0.362
pos,0.638
compound,0.6476
neg,0.608
neu,0.392
pos,0.0
compound,-0.4767
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.543
pos,0.457
compound,0.7088
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.119
neu,0.881
pos,0.0
compound,-0.3182
neg,0.0
neu,0.633
pos,0.367
compound,0.4404
neg,0.0
neu,0.6
pos,0.4
compound,0.6114
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.306
neu,0.694
pos,0.0
compound,-0.296
neg,0.136
neu,0.864
pos,0.0
compound,-0.296
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.881
pos,0.119
compound,0.4019
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.098
neu,0.902
pos,0.0
compound,-0.0772
neg,0.0
neu,0.87
pos,0.13
compound,0.4588
neg,0.0
neu,0.863
pos,0.137
compound,0.2263
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.196
pos,0.804
compound,0.6239
neg,0.0
neu,0.429
pos,0.571
compound,0.6114
neg,0.0
neu,0.896
pos,0.104
compound,0.4199
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.707
pos,0.293
compound,0.6597
neg,0.0
neu,0.556
pos,0.444
compound,0.6114
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.369
neu,0.631
pos,0.0
compound,-0.4767
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.823
pos,0.177
compound,0.4215
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.569
pos,0.431
compound,0.9169
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.883
pos,0.117
compound,0.5994
neg,0.0
neu,0.501
pos,0.499
compound,0.6114
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.429
pos,0.571
compound,0.6114
neg,0.0
neu,0.737
pos,0.263
compound,0.8748
neg,0.15
neu,0.725
pos,0.124
compound,-0.128
neg,0.0
neu,0.556
pos,0.444
compound,0.3382
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.667
pos,0.333
compound,0.6705
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.629
pos,0.371
compound,0.7959
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.442
pos,0.558
compound,0.9468
neg,0.0
neu,0.734
pos,0.266
compound,0.4404
neg,0.0
neu,0.571
pos,0.429
compound,0.4588
neg,0.0
neu,0.38
pos,0.62
compound,0.8689
neg,0.0
neu,0.274
pos,0.726
compound,0.788
neg,0.0
neu,0.678
pos,0.322
compound,0.2263
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.415
pos,0.585
compound,0.8834
neg,0.0
neu,0.5
pos,0.5
compound,0.4588
neg,0.0
neu,0.885
pos,0.115
compound,0.4588
neg,0.0
neu,0.756
pos,0.244
compound,0.636
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.399
neu,0.455
pos,0.146
compound,-0.7184
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.219
neu,0.781
pos,0.0
compound,-0.4939
neg,0.0
neu,0.794
pos,0.206
compound,0.3802
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.744
pos,0.256
compound,0.4753
neg,0.0
neu,0.395
pos,0.605
compound,0.8475
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.637
pos,0.363
compound,0.6114
neg,0.0
neu,0.0
pos,1.0
compound,0.4588
neg,0.0
neu,0.488
pos,0.512
compound,0.6369
neg,0.0
neu,0.852
pos,0.148
compound,0.3818
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.889
pos,0.111
compound,0.3612
neg,0.0
neu,0.74
pos,0.26
compound,0.2748
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.334
pos,0.666
compound,0.6114
neg,0.0
neu,0.714
pos,0.286
compound,0.5859
neg,0.0
neu,1.0
pos,0.0
compound,0.0
neg,0.0
neu,0.641
pos,0.359
compound,0.4215
neg,0.0
neu,0.632
pos,0.368
